
*** ChampSim Multicore Out-of-Order Simulator ***

Warmup Instructions: 1000000
Prefetch Warmup Instructions: 10000000
Simulation Instructions: 1000000
Number of CPUs: 1
LLC sets: 2048
LLC ways: 16
Off-chip DRAM Size: 4096 MB Channels: 1 Width: 64-bit Data Rate: 3200 MT/s

CPU 0 runs /Users/DHRUVA/Desktop/ML-DPC/ChampSimTraces/spec06/482.sphinx3-s2.trace.gz
Read seed: 1041
CPU 0 LLC from_file prefetcher
Prefetch 8deda85db041 for instr_id 1013308
Prefetch 8deda85dc041 for instr_id 1013309
Prefetch 98f5690f3541 for instr_id 1013340
Prefetch 8deda85c8741 for instr_id 1013469
Prefetch 8deda85cb801 for instr_id 1013485
Prefetch 8deda85d82c1 for instr_id 1013502
Prefetch 8deda85d8301 for instr_id 1013568
Prefetch 8deda85c8781 for instr_id 1013718
Prefetch 8deda85ce781 for instr_id 1013715
Prefetch 8deda85cf781 for instr_id 1013717
Prefetch 257ba86e7cc1 for instr_id 1013719
Prefetch 8deda85dc8c1 for instr_id 1013726
Prefetch 8deda85db8c1 for instr_id 1013725
Prefetch 8deda85db901 for instr_id 1013881
Prefetch 8deda85dc901 for instr_id 1013882
Prefetch 8deda85db941 for instr_id 1014073
Prefetch 8deda85dc941 for instr_id 1014074
Prefetch 8deda85cf7c1 for instr_id 1014218
Prefetch 8deda85dc981 for instr_id 1014299
Prefetch 26713c3bfcc1 for instr_id 1014199
Prefetch 8deda85db981 for instr_id 1014298
Prefetch 8deda85db9c1 for instr_id 1014490
Prefetch 8deda85dc9c1 for instr_id 1014491
Prefetch 8deda85dba01 for instr_id 1014682
Prefetch 8deda85dca01 for instr_id 1014683
Prefetch 8deda85dba41 for instr_id 1014913
Prefetch 8deda85dca41 for instr_id 1014914
Prefetch 8deda85dba81 for instr_id 1015105
Prefetch 8deda85dca81 for instr_id 1015106
Prefetch ea2062ed141 for instr_id 1015221
Prefetch d8de3cc55881 for instr_id 1015275
Prefetch 8deda85cb841 for instr_id 1015343
Prefetch 8deda85d8341 for instr_id 1015391
Prefetch 8deda85ce801 for instr_id 1015567
Prefetch 8deda85cf801 for instr_id 1015569
Prefetch 257ba86e7d01 for instr_id 1015571
Prefetch 8deda85dd141 for instr_id 1015578
Prefetch 8deda85de141 for instr_id 1015577
Prefetch 8deda85de181 for instr_id 1015709
Prefetch 8deda85dd181 for instr_id 1015710
Prefetch 8deda85de1c1 for instr_id 1015901
Prefetch 8deda85dd1c1 for instr_id 1015902
Prefetch 26713c3bfd01 for instr_id 1016051
Prefetch 8deda85c8801 for instr_id 1016211
Prefetch 8ec426c6ed01 for instr_id 1016226
Prefetch 8deda85cb901 for instr_id 1016227
Prefetch 8deda85d8441 for instr_id 1016244
Prefetch 8deda85d8481 for instr_id 1016310
Prefetch 8deda85ce8c1 for instr_id 1016451
Prefetch 8deda85cf8c1 for instr_id 1016453
Prefetch 257ba86e7d41 for instr_id 1016455
Prefetch 8deda85dde81 for instr_id 1016462
Prefetch 8deda85ddec1 for instr_id 1016474
Prefetch 8deda85dee81 for instr_id 1016461
Prefetch 8deda85deec1 for instr_id 1016473
Prefetch 8deda85def01 for instr_id 1016665
Prefetch 8deda85ddf01 for instr_id 1016666
Prefetch 8deda85def41 for instr_id 1016857
Prefetch 8deda85ddf41 for instr_id 1016858
Prefetch 26713c3bfd81 for instr_id 1016935
Prefetch d79e62ac9d01 for instr_id 1017084
Prefetch 8deda85c88c1 for instr_id 1017164
Prefetch 8deda85cba81 for instr_id 1017180
Prefetch 8deda85d8681 for instr_id 1017197
Prefetch 8deda85d86c1 for instr_id 1017263
Prefetch 8deda85c8901 for instr_id 1017401
Prefetch 8deda85cea41 for instr_id 1017404
Prefetch 8deda85cfa41 for instr_id 1017406
Prefetch 257ba86e7e01 for instr_id 1017408
Prefetch 8deda85dfb41 for instr_id 1017415
Prefetch 8deda85dfb81 for instr_id 1017511
Prefetch 8deda85e0b41 for instr_id 1017414
Prefetch 8deda85e0b81 for instr_id 1017510
Prefetch 8deda85e0bc1 for instr_id 1017702
Prefetch 8deda85dfbc1 for instr_id 1017703
Prefetch 26713c3bfe41 for instr_id 1017888
Prefetch 8deda85c8941 for instr_id 1018025
Prefetch 8ec426c6ed41 for instr_id 1018040
Prefetch 8deda85cbb01 for instr_id 1018041
Prefetch 8deda85d8741 for instr_id 1018058
Prefetch 8deda85d8781 for instr_id 1018124
Prefetch 8deda85cea81 for instr_id 1018271
Prefetch 8deda85cfac1 for instr_id 1018273
Prefetch 257ba86e7e41 for instr_id 1018275
Prefetch 8deda85e13c1 for instr_id 1018282
Prefetch 8deda85e23c1 for instr_id 1018281
Prefetch 8deda85e2401 for instr_id 1018353
Prefetch 8deda85e1401 for instr_id 1018354
Prefetch 8deda85e2441 for instr_id 1018545
Prefetch 8deda85e1441 for instr_id 1018546
Prefetch 8deda85e2481 for instr_id 1018737
Prefetch 8deda85e1481 for instr_id 1018738
Prefetch 8deda85ceac1 for instr_id 1018772
Prefetch 8deda85e2501 for instr_id 1018782
Prefetch 8deda85e1501 for instr_id 1018783
Prefetch 8deda85e2541 for instr_id 1018878
Prefetch 8deda85e1541 for instr_id 1018879
Prefetch 8deda85e2581 for instr_id 1019070
Prefetch 8deda85e1581 for instr_id 1019071
Prefetch 26713c3bfe81 for instr_id 1019256
Prefetch 98f569102581 for instr_id 1019271
Prefetch 8deda85e25c1 for instr_id 1019302
Prefetch 8deda85e15c1 for instr_id 1019303
Prefetch 8deda85e2601 for instr_id 1019494
Prefetch 8deda85e1601 for instr_id 1019495
Prefetch 8deda85e2641 for instr_id 1019686
Prefetch 8deda85e1641 for instr_id 1019687
Prefetch 98f569102781 for instr_id 1019778
Prefetch 8deda85cbb41 for instr_id 1019900
Prefetch 8deda85d87c1 for instr_id 1019948
Prefetch 8deda85c8981 for instr_id 1020128
Prefetch 8deda85ceb01 for instr_id 1020127
Prefetch 8deda85cfb01 for instr_id 1020129
Prefetch 257ba86e7e81 for instr_id 1020131
Prefetch 8deda85e1a01 for instr_id 1020138
Prefetch 8deda85e2a01 for instr_id 1020137
Prefetch 8deda85e2a41 for instr_id 1020329
Prefetch 8deda85e1a41 for instr_id 1020330
Prefetch 8deda85e2a81 for instr_id 1020521
Prefetch 8deda85e1a81 for instr_id 1020522
Prefetch 8deda85e2bc1 for instr_id 1020638
Prefetch 8deda85e1bc1 for instr_id 1020639
Prefetch 8deda85e2c01 for instr_id 1020770
Prefetch 8deda85e1c01 for instr_id 1020771
Prefetch 8deda85e2c41 for instr_id 1020962
Prefetch 8deda85e1c41 for instr_id 1020963
Prefetch 8ad3301c9141 for instr_id 1021126
Prefetch 8deda85cbb81 for instr_id 1021248
Prefetch 8deda85d8801 for instr_id 1021265
Prefetch 8deda85d8841 for instr_id 1021331
Prefetch 8deda85ceb41 for instr_id 1021472
Prefetch 8deda85cfb41 for instr_id 1021474
Prefetch 8deda85e4081 for instr_id 1021483
Prefetch 8deda85e3081 for instr_id 1021482
Prefetch 8deda85e30c1 for instr_id 1021518
Prefetch 8deda85e40c1 for instr_id 1021519
Prefetch 8deda85e3101 for instr_id 1021710
Prefetch 8deda85e4101 for instr_id 1021711
Prefetch 8deda85e3141 for instr_id 1021902
Prefetch 8deda85e4141 for instr_id 1021903
Prefetch 26713c3bfec1 for instr_id 1021956
Prefetch 8deda85c89c1 for instr_id 1022070
Prefetch 8deda85cbbc1 for instr_id 1022086
Prefetch 8deda85d8881 for instr_id 1022134
Prefetch 8deda85ceb81 for instr_id 1022310
Prefetch 8deda85cfb81 for instr_id 1022312
Prefetch 257ba86e7ec1 for instr_id 1022314
Prefetch 8deda85e4441 for instr_id 1022321
Prefetch 8deda85e4481 for instr_id 1022429
Prefetch 8deda85e3441 for instr_id 1022320
Prefetch 8deda85e3481 for instr_id 1022428
Prefetch 8deda85e34c1 for instr_id 1022620
Prefetch 8deda85e44c1 for instr_id 1022621
Prefetch 8deda85c8a01 for instr_id 1022954
Prefetch 8deda85cbc81 for instr_id 1022970
Prefetch 8deda85d8981 for instr_id 1022987
Prefetch 8deda85d89c1 for instr_id 1023053
Prefetch 8deda85c8a41 for instr_id 1023197
Prefetch 8deda85cec01 for instr_id 1023200
Prefetch 8deda85cfc01 for instr_id 1023202
Prefetch 257ba86e7f01 for instr_id 1023204
Prefetch 8deda85e5081 for instr_id 1023211
Prefetch 8deda85e6081 for instr_id 1023210
Prefetch 8deda85e60c1 for instr_id 1023366
Prefetch 8deda85e50c1 for instr_id 1023367
Prefetch 8deda85e6101 for instr_id 1023558
Prefetch 8deda85e5101 for instr_id 1023559
Prefetch 8deda85cec41 for instr_id 1023701
Prefetch 8deda85cfc41 for instr_id 1023703
Prefetch 26713c3bff01 for instr_id 1023684
Prefetch 8deda85e5241 for instr_id 1023712
Prefetch 8deda85e5281 for instr_id 1023808
Prefetch 8deda85e6241 for instr_id 1023711
Prefetch 8deda85e6281 for instr_id 1023807
Prefetch 8deda85e62c1 for instr_id 1023999
Prefetch 8deda85e52c1 for instr_id 1024000
Prefetch 26713c3bff41 for instr_id 1024185
Prefetch 8deda85e6401 for instr_id 1024212
Prefetch 8deda85e5401 for instr_id 1024213
Prefetch 8deda85e6441 for instr_id 1024248
Prefetch 8deda85e5441 for instr_id 1024249
Prefetch 8deda85e6481 for instr_id 1024440
Prefetch 8deda85e5481 for instr_id 1024441
Prefetch 8deda85e64c1 for instr_id 1024632
Prefetch 8deda85e54c1 for instr_id 1024633
Prefetch 8ec426c6ed81 for instr_id 1024822
Prefetch 8deda85cbcc1 for instr_id 1024823
Prefetch 8deda85d8a01 for instr_id 1024871
Prefetch 8deda85cec81 for instr_id 1025047
Prefetch 8deda85cfc81 for instr_id 1025049
Prefetch 257ba86e7f41 for instr_id 1025051
Prefetch 8deda85e5741 for instr_id 1025058
Prefetch 8deda85e6741 for instr_id 1025057
Prefetch 8deda85e6781 for instr_id 1025249
Prefetch 8deda85e5781 for instr_id 1025250
Prefetch 8deda85e67c1 for instr_id 1025441
Prefetch 8deda85e57c1 for instr_id 1025442
Prefetch 8deda85c8a81 for instr_id 1025525
Prefetch 8deda85cbd01 for instr_id 1025661
Prefetch 8deda85d8a41 for instr_id 1025678
Prefetch 8deda85d8a81 for instr_id 1025744
Prefetch 8deda85cecc1 for instr_id 1025885
Prefetch 8deda85cfcc1 for instr_id 1025887
Prefetch 8deda85e5dc1 for instr_id 1025896
Prefetch 8deda85e5e01 for instr_id 1025932
Prefetch 8deda85e6dc1 for instr_id 1025895
Prefetch 8deda85e6e01 for instr_id 1025931
Prefetch 8deda85e6e41 for instr_id 1026123
Prefetch 8deda85e5e41 for instr_id 1026124
Prefetch 8deda85e6e81 for instr_id 1026315
Prefetch 8deda85e5e81 for instr_id 1026316
Prefetch 26713c3bff81 for instr_id 1026369
Prefetch 8deda85cbd41 for instr_id 1026499
Prefetch 8deda85d8ac1 for instr_id 1026547
Prefetch 8deda85c8ac1 for instr_id 1026724
Prefetch 8deda85cfd01 for instr_id 1026725
Prefetch 257ba86e7f81 for instr_id 1026727
Prefetch 8deda85e5fc1 for instr_id 1026734
Prefetch 8deda85e6fc1 for instr_id 1026733
Prefetch 8deda85e7001 for instr_id 1026901
Prefetch 8deda85e8001 for instr_id 1026902
Prefetch 8deda85e7041 for instr_id 1027093
Prefetch 8deda85e8041 for instr_id 1027094
Prefetch 8deda85cbd81 for instr_id 1027337
Prefetch 8deda85d8b01 for instr_id 1027354
Prefetch 8deda85d8b41 for instr_id 1027420
Prefetch 8deda85ced01 for instr_id 1027570
Prefetch 8deda85e7401 for instr_id 1027580
Prefetch 8deda85e8401 for instr_id 1027581
Prefetch 8deda85e7441 for instr_id 1027736
Prefetch 8deda85e8441 for instr_id 1027737
Prefetch 8deda85e7481 for instr_id 1027928
Prefetch 8deda85e8481 for instr_id 1027929
Prefetch 8deda85cfd41 for instr_id 1028073
Prefetch 8deda85e84c1 for instr_id 1028154
Prefetch 8deda85e74c1 for instr_id 1028153
Prefetch 8deda85e7501 for instr_id 1028345
Prefetch 8deda85e8501 for instr_id 1028346
Prefetch 8deda85e7541 for instr_id 1028537
Prefetch 8deda85e8541 for instr_id 1028538
Prefetch 8deda85ced41 for instr_id 1028579
Prefetch 8deda85e7641 for instr_id 1028589
Prefetch 8deda85e8641 for instr_id 1028590
Prefetch 8deda85e8681 for instr_id 1028602
Prefetch 8deda85e76c1 for instr_id 1028793
Prefetch 8deda85e86c1 for instr_id 1028794
Prefetch 8deda85e7701 for instr_id 1028985
Prefetch 8deda85e8701 for instr_id 1028986
Prefetch 26713c3bffc1 for instr_id 1029063
Prefetch 98f569130601 for instr_id 1029078
Prefetch 8deda85e7741 for instr_id 1029217
Prefetch 8deda85e8741 for instr_id 1029218
Prefetch 8deda85e7781 for instr_id 1029409
Prefetch 8deda85e8781 for instr_id 1029410
Prefetch 8deda85c8b01 for instr_id 1029692
Prefetch 8deda85cbdc1 for instr_id 1029708
Prefetch 8deda85d8b81 for instr_id 1029756
Prefetch 8deda85ced81 for instr_id 1029932
Prefetch 8deda85cfd81 for instr_id 1029934
Prefetch 257ba86e7fc1 for instr_id 1029936
Prefetch 8deda85e8b41 for instr_id 1029943
Prefetch 8deda85e7b41 for instr_id 1029942
Prefetch 8deda85e7b81 for instr_id 1030050
Prefetch 8deda85e8b81 for instr_id 1030051
Prefetch 8deda85e7bc1 for instr_id 1030242
Prefetch 8deda85e8bc1 for instr_id 1030243
Prefetch 8deda85cbe01 for instr_id 1030546
Prefetch 8deda85d8bc1 for instr_id 1030563
Prefetch 8deda85d8c01 for instr_id 1030629
Prefetch 8deda85c8b41 for instr_id 1030776
Prefetch 8deda85cedc1 for instr_id 1030773
Prefetch 8deda85cfdc1 for instr_id 1030775
Prefetch 8deda85e8f81 for instr_id 1030784
Prefetch 8deda85e8fc1 for instr_id 1030880
Prefetch 8deda85e7f81 for instr_id 1030783
Prefetch 8deda85e7fc1 for instr_id 1030879
Prefetch 8deda85e9001 for instr_id 1031071
Prefetch 8deda85ea001 for instr_id 1031072
Prefetch 8deda85e90c1 for instr_id 1031284
Prefetch 8deda85ea0c1 for instr_id 1031285
Prefetch 8deda85eb001 for instr_id 1031257
Prefetch 8deda85e9101 for instr_id 1031404
Prefetch 8deda85ea101 for instr_id 1031405
Prefetch 8deda85e9141 for instr_id 1031596
Prefetch 8deda85ea141 for instr_id 1031597
Prefetch d79e62ac9d41 for instr_id 1031822
Prefetch 8deda85cbe81 for instr_id 1031918
Prefetch 8deda85d8c81 for instr_id 1031935
Prefetch 8deda85d8cc1 for instr_id 1032001
Prefetch 8deda85c8b81 for instr_id 1032139
Prefetch 8deda85cee41 for instr_id 1032142
Prefetch 8deda85cfe41 for instr_id 1032144
Prefetch 8deda85ec001 for instr_id 1032146
Prefetch 8deda85eab01 for instr_id 1032153
Prefetch 8deda85eab41 for instr_id 1032189
Prefetch 8deda85e9b01 for instr_id 1032152
Prefetch 8deda85e9b41 for instr_id 1032188
Prefetch 8deda85e9b81 for instr_id 1032380
Prefetch 8deda85eab81 for instr_id 1032381
Prefetch 8deda85e9bc1 for instr_id 1032572
Prefetch 8deda85eabc1 for instr_id 1032573
Prefetch 8deda85eb041 for instr_id 1032626
Prefetch 8deda85c8bc1 for instr_id 1032763
Prefetch 8ec426c6edc1 for instr_id 1032778
Prefetch 8deda85cbf01 for instr_id 1032779
Prefetch 8deda85d8d41 for instr_id 1032796
Prefetch 8deda85d8d81 for instr_id 1032862
Prefetch 8deda85ceec1 for instr_id 1033003
Prefetch 8deda85cfec1 for instr_id 1033005
Prefetch 8deda85ec041 for instr_id 1033007
Prefetch 8deda85ed301 for instr_id 1033014
Prefetch 8deda85ed341 for instr_id 1033110
Prefetch 8deda85ee301 for instr_id 1033013
Prefetch 8deda85ee341 for instr_id 1033109
Prefetch 8deda85ee381 for instr_id 1033301
Prefetch 8deda85ed381 for instr_id 1033302
Prefetch 8deda85eb081 for instr_id 1033487
Prefetch d8de3cc55901 for instr_id 1033642
Prefetch 8deda85c8c81 for instr_id 1033716
Prefetch 8deda85ef081 for instr_id 1033732
Prefetch 8deda85d8f81 for instr_id 1033749
Prefetch 8deda85d8fc1 for instr_id 1033815
Prefetch 8deda85c8cc1 for instr_id 1033953
Prefetch 8deda85ec101 for instr_id 1033960
Prefetch 8deda85f0041 for instr_id 1033956
Prefetch 8deda85f1041 for instr_id 1033958
Prefetch 8deda85f2181 for instr_id 1033967
Prefetch 8deda85f3181 for instr_id 1033966
Prefetch 8deda85f31c1 for instr_id 1034086
Prefetch 8deda85f21c1 for instr_id 1034087
Prefetch 8deda85f3201 for instr_id 1034278
Prefetch 8deda85f2201 for instr_id 1034279
Prefetch 8deda85eb141 for instr_id 1034440
Prefetch 8deda85c8d01 for instr_id 1034577
Prefetch 8ec426c6ee01 for instr_id 1034592
Prefetch 8deda85ef101 for instr_id 1034593
Prefetch 8deda85f4041 for instr_id 1034610
Prefetch 8deda85f4081 for instr_id 1034676
Prefetch 8deda85f00c1 for instr_id 1034820
Prefetch 8deda85f10c1 for instr_id 1034822
Prefetch 8deda85ec141 for instr_id 1034824
Prefetch 8deda85f2a81 for instr_id 1034831
Prefetch 8deda85f2ac1 for instr_id 1034843
Prefetch 8deda85f3a81 for instr_id 1034830
Prefetch 8deda85f3ac1 for instr_id 1034842
Prefetch 8deda85f3b01 for instr_id 1035034
Prefetch 8deda85f2b01 for instr_id 1035035
Prefetch 8deda85f3b41 for instr_id 1035226
Prefetch 8deda85f2b41 for instr_id 1035227
Prefetch 8deda85eb181 for instr_id 1035304
Prefetch 8deda85f3b81 for instr_id 1035451
Prefetch 8deda85f2b81 for instr_id 1035452
